"z', 'training_data\\test003.npz",nn_20170418_215429.h5,0.641755223274,0.746153831482
"z', 'training_data\\test009.npz",nn_20170418_220017.h5,0.968748092651,0.529100477695
"z', 'training_data\\test006.npz",nn_20170418_220433.h5,0.538353562355,0.744318246841
"pz', 'training_data/test009.npz",nn_20170422_175456.h5,0.86897170543670654,0.65079361200332642
